custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,input_tokens,output_tokens,headline type num
0,AGILENT TECHNOLOGIES INC,Agilent Companion Diagnostic Receives Expanded FDA Approval For PD-L1 IHC 22C3 PharmDx,1,increase,0.8,0.6,,137,11,2
1,AGILENT TECHNOLOGIES INC,"Piper Jaffray Initiates Coverage On Agilent Technologies with Overweight Rating, Announces $83 Price Target",1,increase,0.8,0.5,,138,11,2
2,ABBVIE INC,AbbVie shares are trading higher after the company's SKYRIZI maintained its complete skin clearance.,1,increase,0.8,0.5,,128,11,2
3,AXCELIS TECHNOLOGIES INC,Axcelis Cuts Q2 Prelim. Sales Guidance From $80M To $75M vs $82.93M,1,decrease,0.8,0.2,,141,12,0
4,ALBEMARLE CORP,Albemarle Corp Executive Says Company Sees Demand For Lithium Remaining Strong; Says Company Continues To Expect Annual Global Lithium Demand Will Hit 1 Million Tonnes By 2025,1,increase,0.8,0.6,,152,11,2
5,AMERICAN HOMES 4 RENT,Citigroup Downgrades American Homes 4 Rent to Neutral,1,decrease,0.8,0.5,,128,12,0
6,ARROW ELECTRONICS INC,"Deutsche Bank Reinstates Buy on Arrow Electronics, Announces $83 Price Target",1,increase,0.8,0.5,,130,11,2
7,AEROVIRONMENT INC,AeroVironment Acquires VTOL UAS Developer Pulse Aerospace For $25.7M To Strengthen Family Of Small Unmanned Aircraft Systems,1,increase,0.7,0.5,,143,11,2
8,BROADCOM INC,Analysts Discuss Broadcom's New Supply Agreement With Apple,1,increase,0.7,0.5,,121,11,2
9,BROADCOM INC,Broadcom  shares are trading higher after the company disclosed an agreement to supply radio frequency components and modules for Apple devices.,1,increase,0.8,0.6,,133,11,2
10,BROADCOM INC,Broadcom Late Monday Disclosed Agreement With Apple For A Supply Arrangement; Co. To Supply Apple With Radio Frequency Components And Modules For Apple Devices,1,increase,0.8,0.6,,138,11,2
11,AVNET INC,"Deutsche Bank Reinstates Hold on Avnet, Announces $44 Price Target",1,decrease,0.7,0.4,,124,12,0
12,BUNGE LTD,"Floods Raising Freight Rates, Washing Away Revenues",1,decrease,0.8,0.6,,120,12,0
